,InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
3481,541115,22273,FELTCRAFT DOLL MOLLY,6,2011-01-13 15:34:00,2.95,12578.0,Italy
3482,541115,22271,FELTCRAFT DOLL ROSIE,6,2011-01-13 15:34:00,2.95,12578.0,Italy
3483,541115,22113,GREY HEART HOT WATER BOTTLE,8,2011-01-13 15:34:00,3.75,12578.0,Italy
3484,541115,22111,SCOTTIE DOG HOT WATER BOTTLE,8,2011-01-13 15:34:00,4.95,12578.0,Italy
3485,541115,21485,RETROSPOT HEART HOT WATER BOTTLE,6,2011-01-13 15:34:00,4.95,12578.0,Italy
3486,541115,22099,CARAVAN SQUARE TISSUE BOX,12,2011-01-13 15:34:00,1.25,12578.0,Italy
3487,541115,22098,BOUDOIR SQUARE TISSUE BOX,12,2011-01-13 15:34:00,1.25,12578.0,Italy
3488,541115,20725,LUNCH BAG RED RETROSPOT,10,2011-01-13 15:34:00,1.65,12578.0,Italy
3489,541115,85178,VICTORIAN SEWING KIT,12,2011-01-13 15:34:00,1.25,12578.0,Italy
3490,541115,21787,RAIN PONCHO RETROSPOT,24,2011-01-13 15:34:00,0.85,12578.0,Italy
3491,541115,21786,POLKADOT RAIN HAT,24,2011-01-13 15:34:00,0.42,12578.0,Italy
3492,541115,15060B,FAIRY CAKE DESIGN UMBRELLA,4,2011-01-13 15:34:00,3.75,12578.0,Italy
3493,541115,22379,RECYCLING BAG RETROSPOT,5,2011-01-13 15:34:00,2.1,12578.0,Italy
3494,541115,21936,RED RETROSPOT PICNIC BAG,5,2011-01-13 15:34:00,2.95,12578.0,Italy
3495,541115,21844,RED RETROSPOT MUG,12,2011-01-13 15:34:00,2.95,12578.0,Italy
3496,541115,22310,IVORY KNITTED MUG COSY,18,2011-01-13 15:34:00,1.65,12578.0,Italy
3497,541115,84828,JUNGLE POPSICLES ICE LOLLY HOLDERS,12,2011-01-13 15:34:00,1.25,12578.0,Italy
3498,541115,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,24,2011-01-13 15:34:00,1.25,12578.0,Italy
3499,541120,21195,PINK  HONEYCOMB PAPER BALL,48,2011-01-14 09:13:00,0.65,12490.0,France
3500,541120,21880,RED RETROSPOT TAPE,24,2011-01-14 09:13:00,0.19,12490.0,France
3501,541120,21881,CUTE CATS TAPE,24,2011-01-14 09:13:00,0.19,12490.0,France
3502,541120,22377,BOTTLE BAG RETROSPOT,20,2011-01-14 09:13:00,0.85,12490.0,France
3503,541120,84356,POMPOM CURTAIN,12,2011-01-14 09:13:00,1.95,12490.0,France
3504,541120,22971,QUEENS GUARD COFFEE MUG,24,2011-01-14 09:13:00,2.55,12490.0,France
3505,541120,22898,CHILDRENS APRON APPLES DESIGN,8,2011-01-14 09:13:00,1.95,12490.0,France
3506,541120,22303,COFFEE MUG APPLES DESIGN,12,2011-01-14 09:13:00,2.55,12490.0,France
3507,541120,22894,TABLECLOTH RED APPLES DESIGN,4,2011-01-14 09:13:00,8.5,12490.0,France
3508,541120,22895,SET OF 2 TEA TOWELS APPLE AND PEARS,6,2011-01-14 09:13:00,2.95,12490.0,France
3509,541120,22302,COFFEE MUG PEARS  DESIGN,6,2011-01-14 09:13:00,2.55,12490.0,France
3510,541120,22908,PACK OF 20 NAPKINS RED APPLES,12,2011-01-14 09:13:00,0.85,12490.0,France
3511,541120,22352,LUNCH BOX WITH CUTLERY RETROSPOT,6,2011-01-14 09:13:00,2.55,12490.0,France
3512,541120,21976,PACK OF 60 MUSHROOM CAKE CASES,24,2011-01-14 09:13:00,0.55,12490.0,France
3513,541120,22938,CUPCAKE LACE PAPER SET 6,12,2011-01-14 09:13:00,1.95,12490.0,France
3514,541120,22970,LONDON BUS COFFEE MUG,6,2011-01-14 09:13:00,2.55,12490.0,France
3515,541120,22988,SOLDIERS EGG CUP,12,2011-01-14 09:13:00,1.25,12490.0,France
3516,541120,22976,CIRCUS PARADE CHILDRENS EGG CUP,12,2011-01-14 09:13:00,1.25,12490.0,France
3517,541120,22659,LUNCH BOX I LOVE LONDON,12,2011-01-14 09:13:00,1.95,12490.0,France
3518,541120,22966,GINGERBREAD MAN COOKIE CUTTER,12,2011-01-14 09:13:00,1.25,12490.0,France
3519,541120,22964,3 PIECE SPACEBOY COOKIE CUTTER SET,6,2011-01-14 09:13:00,2.1,12490.0,France
3520,541120,84378,SET OF 3 HEART COOKIE CUTTERS,12,2011-01-14 09:13:00,1.25,12490.0,France
3521,541120,20975,12 PENCILS SMALL TUBE RED RETROSPOT,24,2011-01-14 09:13:00,0.65,12490.0,France
3522,541120,20750,RED RETROSPOT MINI CASES,4,2011-01-14 09:13:00,7.95,12490.0,France
3523,541120,22090,PAPER BUNTING RETROSPOT,12,2011-01-14 09:13:00,2.95,12490.0,France
3524,541120,20724,RED RETROSPOT CHARLOTTE BAG,10,2011-01-14 09:13:00,0.85,12490.0,France
3525,541120,22356,CHARLOTTE BAG PINK POLKADOT,10,2011-01-14 09:13:00,0.85,12490.0,France
3526,541120,85099B,JUMBO BAG RED RETROSPOT,10,2011-01-14 09:13:00,1.95,12490.0,France
3527,541120,21080,SET/20 RED RETROSPOT PAPER NAPKINS,12,2011-01-14 09:13:00,0.85,12490.0,France
3528,541120,21238,RED RETROSPOT CUP,8,2011-01-14 09:13:00,0.85,12490.0,France
3529,541120,20725,LUNCH BAG RED RETROSPOT,10,2011-01-14 09:13:00,1.65,12490.0,France
3530,541120,22704,WRAP RED APPLES,25,2011-01-14 09:13:00,0.42,12490.0,France
3531,541120,22585,PACK OF 6 BIRDY GIFT TAGS,12,2011-01-14 09:13:00,1.25,12490.0,France
3532,541120,22619,SET OF 6 SOLDIER SKITTLES,4,2011-01-14 09:13:00,3.75,12490.0,France
3533,541120,21915,RED  HARMONICA IN BOX,12,2011-01-14 09:13:00,1.25,12490.0,France
3534,541120,22631,CIRCUS PARADE LUNCH BOX,12,2011-01-14 09:13:00,1.95,12490.0,France
3535,541120,22556,PLASTERS IN TIN CIRCUS PARADE,12,2011-01-14 09:13:00,1.65,12490.0,France
3536,541120,22551,PLASTERS IN TIN SPACEBOY,12,2011-01-14 09:13:00,1.65,12490.0,France
3537,541120,21156,RETROSPOT CHILDRENS APRON,8,2011-01-14 09:13:00,1.95,12490.0,France
3538,541120,21731,RED TOADSTOOL LED NIGHT LIGHT,12,2011-01-14 09:13:00,1.65,12490.0,France
3539,541120,22385,JUMBO BAG SPACEBOY DESIGN,10,2011-01-14 09:13:00,1.95,12490.0,France
3540,541120,20711,JUMBO BAG TOYS,10,2011-01-14 09:13:00,1.95,12490.0,France
3541,541120,POST,POSTAGE,5,2011-01-14 09:13:00,18.0,12490.0,France
3542,541121,85099B,JUMBO BAG RED RETROSPOT,10,2011-01-14 09:20:00,1.95,12672.0,France
3543,541121,21039,RED RETROSPOT SHOPPING BAG,6,2011-01-14 09:20:00,2.55,12672.0,France
3544,541121,20679,EDWARDIAN PARASOL RED,3,2011-01-14 09:20:00,5.95,12672.0,France
3545,541121,21700,BIG DOUGHNUT FRIDGE MAGNETS,12,2011-01-14 09:20:00,0.85,12672.0,France
3546,541121,22668,PINK BABY BUNTING,15,2011-01-14 09:20:00,2.95,12672.0,France
3547,541121,22588,CARD HOLDER GINGHAM HEART,6,2011-01-14 09:20:00,2.55,12672.0,France
3548,541121,20750,RED RETROSPOT MINI CASES,6,2011-01-14 09:20:00,7.95,12672.0,France
3549,541121,20749,ASSORTED COLOUR MINI CASES,2,2011-01-14 09:20:00,7.95,12672.0,France
3550,541121,21218,RED SPOTTY BISCUIT TIN,6,2011-01-14 09:20:00,3.75,12672.0,France
3551,541121,22645,CERAMIC HEART FAIRY CAKE MONEY BANK,12,2011-01-14 09:20:00,1.45,12672.0,France
3552,541122,22425,ENAMEL COLANDER CREAM,3,2011-01-14 09:23:00,4.95,12708.0,Germany
3553,541122,22199,FRYING PAN RED RETROSPOT,4,2011-01-14 09:23:00,4.25,12708.0,Germany
3554,541122,22326,ROUND SNACK BOXES SET OF4 WOODLAND,6,2011-01-14 09:23:00,2.95,12708.0,Germany
3555,541122,22328,ROUND SNACK BOXES SET OF 4 FRUITS,6,2011-01-14 09:23:00,2.95,12708.0,Germany
3556,541122,21668,RED STRIPE CERAMIC DRAWER KNOB,12,2011-01-14 09:23:00,1.25,12708.0,Germany
3557,541122,21671,RED SPOT CERAMIC DRAWER KNOB,12,2011-01-14 09:23:00,1.25,12708.0,Germany
3558,541122,21238,RED RETROSPOT CUP,8,2011-01-14 09:23:00,0.85,12708.0,Germany
3559,541122,20674,GREEN POLKADOT BOWL,8,2011-01-14 09:23:00,1.25,12708.0,Germany
3560,541122,22629,SPACEBOY LUNCH BOX,12,2011-01-14 09:23:00,1.95,12708.0,Germany
3561,541122,16161P,WRAP ENGLISH ROSE,25,2011-01-14 09:23:00,0.42,12708.0,Germany
3562,541122,22585,PACK OF 6 BIRDY GIFT TAGS,12,2011-01-14 09:23:00,1.25,12708.0,Germany
3563,541122,22962,JAM JAR WITH PINK LID,12,2011-01-14 09:23:00,0.85,12708.0,Germany
3564,541122,21242,RED RETROSPOT PLATE,8,2011-01-14 09:23:00,1.69,12708.0,Germany
3565,541122,22333,RETROSPOT PARTY BAG + STICKER SET,8,2011-01-14 09:23:00,1.65,12708.0,Germany
3566,541122,22986,GINGHAM ROSE WRAP,25,2011-01-14 09:23:00,0.42,12708.0,Germany
3567,541122,84968F,SET OF 16 VINTAGE SKY BLUE CUTLERY,1,2011-01-14 09:23:00,12.75,12708.0,Germany
3568,541122,84968D,SET OF 16 VINTAGE RED CUTLERY,1,2011-01-14 09:23:00,12.75,12708.0,Germany
3569,541122,84968C,SET OF 16 VINTAGE PISTACHIO CUTLERY,1,2011-01-14 09:23:00,12.75,12708.0,Germany
3570,541122,POST,POSTAGE,2,2011-01-14 09:23:00,18.0,12708.0,Germany
3571,541125,21936,RED RETROSPOT PICNIC BAG,10,2011-01-14 10:06:00,2.95,12474.0,Germany
3572,541125,POST,POSTAGE,1,2011-01-14 10:06:00,18.0,12474.0,Germany
3573,541138,20682,RED RETROSPOT CHILDRENS UMBRELLA,6,2011-01-14 10:42:00,3.25,12553.0,France
3574,541138,22355,CHARLOTTE BAG SUKI DESIGN,20,2011-01-14 10:42:00,0.85,12553.0,France
3575,541138,21931,JUMBO STORAGE BAG SUKI,10,2011-01-14 10:42:00,1.95,12553.0,France
3576,541138,85099B,JUMBO BAG RED RETROSPOT,10,2011-01-14 10:42:00,1.95,12553.0,France
3577,541138,22385,JUMBO BAG SPACEBOY DESIGN,10,2011-01-14 10:42:00,1.95,12553.0,France
3578,541138,20712,JUMBO BAG WOODLAND ANIMALS,10,2011-01-14 10:42:00,1.95,12553.0,France
3579,541138,20866,BLUE ROSE FABRIC MIRROR,12,2011-01-14 10:42:00,1.25,12553.0,France
3580,541138,22742,MAKE YOUR OWN PLAYTIME CARD KIT,6,2011-01-14 10:42:00,2.95,12553.0,France
3581,541138,20725,LUNCH BAG RED RETROSPOT,10,2011-01-14 10:42:00,1.65,12553.0,France
3582,541138,79191C,RETRO PLASTIC ELEPHANT TRAY,12,2011-01-14 10:42:00,0.85,12553.0,France
3583,541138,79190B,RETRO PLASTIC POLKA TRAY,15,2011-01-14 10:42:00,0.42,12553.0,France
3584,541138,22554,PLASTERS IN TIN WOODLAND ANIMALS,12,2011-01-14 10:42:00,1.65,12553.0,France
3585,541138,22556,PLASTERS IN TIN CIRCUS PARADE,12,2011-01-14 10:42:00,1.65,12553.0,France
3586,541138,22553,PLASTERS IN TIN SKULLS,12,2011-01-14 10:42:00,1.65,12553.0,France
3587,541138,22029,SPACEBOY BIRTHDAY CARD,12,2011-01-14 10:42:00,0.42,12553.0,France
3588,541138,20973,12 PENCIL SMALL TUBE WOODLAND,24,2011-01-14 10:42:00,0.65,12553.0,France
3589,541138,22418,10 COLOUR SPACEBOY PEN,24,2011-01-14 10:42:00,0.85,12553.0,France
3590,541138,51014L,"FEATHER PEN,LIGHT PINK",12,2011-01-14 10:42:00,0.85,12553.0,France
3591,541138,21880,RED RETROSPOT TAPE,12,2011-01-14 10:42:00,0.65,12553.0,France
3592,541138,21429,RED GINGHAM ROSE JEWELLERY BOX,8,2011-01-14 10:42:00,1.65,12553.0,France
3593,541138,22646,CERAMIC STRAWBERRY CAKE MONEY BANK,12,2011-01-14 10:42:00,1.45,12553.0,France
3594,541138,22747,POPPY'S PLAYHOUSE BATHROOM,6,2011-01-14 10:42:00,2.1,12553.0,France
3595,541138,22748,POPPY'S PLAYHOUSE KITCHEN,6,2011-01-14 10:42:00,2.1,12553.0,France
3596,541138,22745,POPPY'S PLAYHOUSE BEDROOM,6,2011-01-14 10:42:00,2.1,12553.0,France
3597,541138,22569,FELTCRAFT CUSHION BUTTERFLY,4,2011-01-14 10:42:00,3.75,12553.0,France
3598,541138,20972,PINK CREAM FELT CRAFT TRINKET BOX,12,2011-01-14 10:42:00,1.25,12553.0,France
3599,541138,22750,FELTCRAFT PRINCESS LOLA DOLL,4,2011-01-14 10:42:00,3.75,12553.0,France
3600,541138,22274,FELTCRAFT DOLL EMILY,6,2011-01-14 10:42:00,2.95,12553.0,France
3601,541138,22492,MINI PAINT SET VINTAGE,36,2011-01-14 10:42:00,0.65,12553.0,France
3602,541138,22138,BAKING SET 9 PIECE RETROSPOT,3,2011-01-14 10:42:00,4.95,12553.0,France
3603,541138,84997D,PINK 3 PIECE POLKADOT CUTLERY SET,6,2011-01-14 10:42:00,3.75,12553.0,France
3604,541138,84997C,BLUE 3 PIECE POLKADOT CUTLERY SET,6,2011-01-14 10:42:00,3.75,12553.0,France
3605,541138,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,48,2011-01-14 10:42:00,0.29,12553.0,France
3606,541138,21731,RED TOADSTOOL LED NIGHT LIGHT,12,2011-01-14 10:42:00,1.65,12553.0,France
3607,541138,22565,FELTCRAFT HAIRBANDS PINK AND WHITE,12,2011-01-14 10:42:00,0.85,12553.0,France
3608,541138,21365,MIRRORED WALL ART STARS,6,2011-01-14 10:42:00,2.95,12553.0,France
3609,541138,21249,WOODLAND  HEIGHT CHART STICKERS,6,2011-01-14 10:42:00,2.95,12553.0,France
3610,541138,POST,POSTAGE,6,2011-01-14 10:42:00,18.0,12553.0,France
3611,541149,22449,SILK PURSE BABUSHKA PINK,6,2011-01-14 11:36:00,2.95,12393.0,Australia
3612,541149,22450,SILK PURSE BABUSHKA BLUE,6,2011-01-14 11:36:00,2.95,12393.0,Australia
3613,541149,22451,SILK PURSE BABUSHKA RED,48,2011-01-14 11:36:00,2.95,12393.0,Australia
3614,541206,21986,PACK OF 12 PINK POLKADOT TISSUES,48,2011-01-14 12:24:00,0.29,14646.0,Netherlands
3615,541206,22968,ROSE COTTAGE KEEPSAKE BOX,32,2011-01-14 12:24:00,8.5,14646.0,Netherlands
3616,541206,22505,MEMO BOARD COTTAGE DESIGN,24,2011-01-14 12:24:00,4.25,14646.0,Netherlands
3617,541206,22507,MEMO BOARD RETROSPOT  DESIGN,32,2011-01-14 12:24:00,4.25,14646.0,Netherlands
3618,541206,22378,WALL TIDY RETROSPOT,20,2011-01-14 12:24:00,0.85,14646.0,Netherlands
3619,541206,22759,SET OF 3 NOTEBOOKS IN PARCEL,96,2011-01-14 12:24:00,1.45,14646.0,Netherlands
3620,541206,21429,RED GINGHAM ROSE JEWELLERY BOX,96,2011-01-14 12:24:00,1.45,14646.0,Netherlands
3621,541206,21430,SET/3 RED GINGHAM ROSE STORAGE BOX,72,2011-01-14 12:24:00,3.39,14646.0,Netherlands
3622,541206,21428,SET3 BOOK BOX GREEN GINGHAM FLOWER,64,2011-01-14 12:24:00,3.75,14646.0,Netherlands
3623,541206,22466,FAIRY TALE COTTAGE NIGHTLIGHT,96,2011-01-14 12:24:00,1.65,14646.0,Netherlands
3624,541206,21731,RED TOADSTOOL LED NIGHT LIGHT,288,2011-01-14 12:24:00,1.45,14646.0,Netherlands
3625,541206,20750,RED RETROSPOT MINI CASES,72,2011-01-14 12:24:00,6.35,14646.0,Netherlands
3626,541206,22489,PACK OF 12 TRADITIONAL CRAYONS,288,2011-01-14 12:24:00,0.36,14646.0,Netherlands
3627,541206,22491,PACK OF 12 COLOURED PENCILS,144,2011-01-14 12:24:00,0.72,14646.0,Netherlands
3628,541206,22960,JAM MAKING SET WITH JARS,48,2011-01-14 12:24:00,3.75,14646.0,Netherlands
3629,541206,22961,JAM MAKING SET PRINTED,192,2011-01-14 12:24:00,1.25,14646.0,Netherlands
3630,541206,22962,JAM JAR WITH PINK LID,48,2011-01-14 12:24:00,0.72,14646.0,Netherlands
3631,541206,22963,JAM JAR WITH GREEN LID,48,2011-01-14 12:24:00,0.72,14646.0,Netherlands
3632,541206,22666,RECIPE BOX PANTRY YELLOW DESIGN,24,2011-01-14 12:24:00,2.55,14646.0,Netherlands
3633,541206,21981,PACK OF 12 WOODLAND TISSUES,144,2011-01-14 12:24:00,0.29,14646.0,Netherlands
3634,541206,21509,COWBOYS AND INDIANS BIRTHDAY CARD,72,2011-01-14 12:24:00,0.36,14646.0,Netherlands
3635,541206,21507,"ELEPHANT, BIRTHDAY CARD,",144,2011-01-14 12:24:00,0.36,14646.0,Netherlands
3636,541206,22029,SPACEBOY BIRTHDAY CARD,144,2011-01-14 12:24:00,0.36,14646.0,Netherlands
3637,541206,22714,CARD BIRTHDAY COWBOY,72,2011-01-14 12:24:00,0.36,14646.0,Netherlands
3638,541206,22024,RAINY LADIES BIRTHDAY CARD,72,2011-01-14 12:24:00,0.36,14646.0,Netherlands
3639,541206,22715,CARD WEDDING DAY,72,2011-01-14 12:24:00,0.36,14646.0,Netherlands
3640,541206,22028,PENNY FARTHING BIRTHDAY CARD,72,2011-01-14 12:24:00,0.36,14646.0,Netherlands
3641,541206,22035,VINTAGE CARAVAN GREETING CARD,72,2011-01-14 12:24:00,0.36,14646.0,Netherlands
3642,541206,21717,EASTER TIN BUCKET,64,2011-01-14 12:24:00,2.1,14646.0,Netherlands
3643,541206,21212,PACK OF 72 RETROSPOT CAKE CASES,120,2011-01-14 12:24:00,0.42,14646.0,Netherlands
3644,541206,22417,PACK OF 60 SPACEBOY CAKE CASES,120,2011-01-14 12:24:00,0.42,14646.0,Netherlands
3645,541206,22951,60 CAKE CASES DOLLY GIRL DESIGN,120,2011-01-14 12:24:00,0.42,14646.0,Netherlands
3646,541206,21976,PACK OF 60 MUSHROOM CAKE CASES,240,2011-01-14 12:24:00,0.42,14646.0,Netherlands
3647,541206,84992,72 SWEETHEART FAIRY CAKE CASES,120,2011-01-14 12:24:00,0.42,14646.0,Netherlands
3648,541206,22956,36 FOIL HEART CAKE CASES,144,2011-01-14 12:24:00,1.85,14646.0,Netherlands
3649,541206,21210,SET OF 72 RETROSPOT PAPER  DOILIES,96,2011-01-14 12:24:00,1.25,14646.0,Netherlands
3650,541206,22955,36 FOIL STAR CAKE CASES,48,2011-01-14 12:24:00,1.85,14646.0,Netherlands
3651,541206,21080,SET/20 RED RETROSPOT PAPER NAPKINS,96,2011-01-14 12:24:00,0.64,14646.0,Netherlands
3652,541206,22333,RETROSPOT PARTY BAG + STICKER SET,96,2011-01-14 12:24:00,1.45,14646.0,Netherlands
3653,541206,22331,WOODLAND PARTY BAG + STICKER SET,144,2011-01-14 12:24:00,1.45,14646.0,Netherlands
3654,541206,22613,PACK OF 20 SPACEBOY NAPKINS,96,2011-01-14 12:24:00,0.64,14646.0,Netherlands
3655,541206,22908,PACK OF 20 NAPKINS RED APPLES,192,2011-01-14 12:24:00,0.64,14646.0,Netherlands
3656,541206,21078,SET/20 STRAWBERRY PAPER NAPKINS,96,2011-01-14 12:24:00,0.64,14646.0,Netherlands
3657,541206,21124,SET/10 BLUE POLKADOT PARTY CANDLES,288,2011-01-14 12:24:00,1.06,14646.0,Netherlands
3658,541206,22090,PAPER BUNTING RETROSPOT,40,2011-01-14 12:24:00,2.55,14646.0,Netherlands
3659,541206,20719,WOODLAND CHARLOTTE BAG,100,2011-01-14 12:24:00,0.72,14646.0,Netherlands
3660,541206,22356,CHARLOTTE BAG PINK POLKADOT,100,2011-01-14 12:24:00,0.72,14646.0,Netherlands
3661,541206,22661,CHARLOTTE BAG DOLLY GIRL DESIGN,100,2011-01-14 12:24:00,0.72,14646.0,Netherlands
3662,541206,20724,RED RETROSPOT CHARLOTTE BAG,200,2011-01-14 12:24:00,0.72,14646.0,Netherlands
3663,541206,22355,CHARLOTTE BAG SUKI DESIGN,100,2011-01-14 12:24:00,0.72,14646.0,Netherlands
3664,541206,20725,LUNCH BAG RED RETROSPOT,100,2011-01-14 12:24:00,1.45,14646.0,Netherlands
3665,541206,21931,JUMBO STORAGE BAG SUKI,100,2011-01-14 12:24:00,1.65,14646.0,Netherlands
3666,541206,20718,RED RETROSPOT SHOPPER BAG,100,2011-01-14 12:24:00,1.06,14646.0,Netherlands
3667,541206,84997B,RED 3 PIECE RETROSPOT CUTLERY SET,72,2011-01-14 12:24:00,3.39,14646.0,Netherlands
3668,541206,22399,MAGNETS PACK OF 4 CHILDHOOD MEMORY,108,2011-01-14 12:24:00,1.06,14646.0,Netherlands
3669,541206,21156,RETROSPOT CHILDRENS APRON,60,2011-01-14 12:24:00,1.65,14646.0,Netherlands
3670,541206,22898,CHILDRENS APRON APPLES DESIGN,100,2011-01-14 12:24:00,1.65,14646.0,Netherlands
3671,541206,22899,CHILDREN'S APRON DOLLY GIRL,50,2011-01-14 12:24:00,1.85,14646.0,Netherlands
3672,541206,22367,CHILDRENS APRON SPACEBOY DESIGN,100,2011-01-14 12:24:00,1.65,14646.0,Netherlands
3673,541206,22326,ROUND SNACK BOXES SET OF4 WOODLAND,144,2011-01-14 12:24:00,2.55,14646.0,Netherlands
3674,541206,22630,DOLLY GIRL LUNCH BOX,64,2011-01-14 12:24:00,1.65,14646.0,Netherlands
3675,541206,22629,SPACEBOY LUNCH BOX,128,2011-01-14 12:24:00,1.65,14646.0,Netherlands
3676,541206,21217,RED RETROSPOT ROUND CAKE TINS,12,2011-01-14 12:24:00,8.95,14646.0,Netherlands
3677,541206,21218,RED SPOTTY BISCUIT TIN,96,2011-01-14 12:24:00,3.25,14646.0,Netherlands
3678,541206,22667,RECIPE BOX RETROSPOT,24,2011-01-14 12:24:00,2.55,14646.0,Netherlands
3679,541206,22897,OVEN MITT APPLES DESIGN,50,2011-01-14 12:24:00,1.25,14646.0,Netherlands
3680,541206,22558,CLOTHES PEGS RETROSPOT PACK 24,144,2011-01-14 12:24:00,1.25,14646.0,Netherlands
3681,541206,21238,RED RETROSPOT CUP,96,2011-01-14 12:24:00,0.72,14646.0,Netherlands
3682,541206,21240,BLUE POLKADOT CUP,96,2011-01-14 12:24:00,0.72,14646.0,Netherlands
3683,541206,22345,PARTY PIZZA DISH BLUE POLKADOT,24,2011-01-14 12:24:00,0.21,14646.0,Netherlands
3684,541206,20676,RED RETROSPOT BOWL,72,2011-01-14 12:24:00,1.06,14646.0,Netherlands
3685,541206,20675,BLUE POLKADOT BOWL,72,2011-01-14 12:24:00,1.06,14646.0,Netherlands
3686,541206,21669,BLUE STRIPE CERAMIC DRAWER KNOB,96,2011-01-14 12:24:00,1.06,14646.0,Netherlands
3687,541206,22243,5 HOOK HANGER RED MAGIC TOADSTOOL,288,2011-01-14 12:24:00,1.45,14646.0,Netherlands
3688,541206,22467,GUMBALL COAT RACK,72,2011-01-14 12:24:00,2.1,14646.0,Netherlands
3689,541206,22652,TRAVEL SEWING KIT,50,2011-01-14 12:24:00,1.65,14646.0,Netherlands
3690,541206,22557,PLASTERS IN TIN VINTAGE PAISLEY,96,2011-01-14 12:24:00,1.45,14646.0,Netherlands
3691,541206,22551,PLASTERS IN TIN SPACEBOY,192,2011-01-14 12:24:00,1.45,14646.0,Netherlands
3692,541206,22554,PLASTERS IN TIN WOODLAND ANIMALS,288,2011-01-14 12:24:00,1.45,14646.0,Netherlands
3693,541220,22505,MEMO BOARD COTTAGE DESIGN,120,2011-01-14 14:11:00,4.25,14156.0,EIRE
3694,541220,22968,ROSE COTTAGE KEEPSAKE BOX,64,2011-01-14 14:11:00,8.5,14156.0,EIRE
3695,541220,22362,GLASS JAR PEACOCK BATH SALTS,120,2011-01-14 14:11:00,2.55,14156.0,EIRE
3696,541220,22363,GLASS JAR MARMALADE,120,2011-01-14 14:11:00,2.55,14156.0,EIRE
3697,541220,22361,GLASS JAR DAISY FRESH COTTON WOOL,120,2011-01-14 14:11:00,2.55,14156.0,EIRE
3698,541220,85049G,CHOCOLATE BOX RIBBONS,144,2011-01-14 14:11:00,1.06,14156.0,EIRE
3699,541220,21289,LARGE STRIPES CHOCOLATE GIFT BAG,176,2011-01-14 14:11:00,1.25,14156.0,EIRE
3700,541220,21292,SMALL STRIPES CHOCOLATE GIFT BAG,384,2011-01-14 14:11:00,0.64,14156.0,EIRE
3701,541220,22931,BAKING MOULD HEART WHITE CHOCOLATE,144,2011-01-14 14:11:00,2.1,14156.0,EIRE
3702,541220,22932,BAKING MOULD TOFFEE CUP CHOCOLATE,144,2011-01-14 14:11:00,2.1,14156.0,EIRE
3703,541220,22936,BAKING MOULD ROSE WHITE CHOCOLATE,72,2011-01-14 14:11:00,2.75,14156.0,EIRE
3704,541220,22935,BAKING MOULD ROSE MILK CHOCOLATE,72,2011-01-14 14:11:00,2.75,14156.0,EIRE
3705,541220,22934,BAKING MOULD EASTER EGG WHITE CHOC,72,2011-01-14 14:11:00,2.55,14156.0,EIRE
3706,541220,22933,BAKING MOULD EASTER EGG MILK CHOC,120,2011-01-14 14:11:00,2.55,14156.0,EIRE
3707,541220,22967,SET 3 SONG BIRD PAPER EGGS ASSORTED,240,2011-01-14 14:11:00,2.55,14156.0,EIRE
3708,541220,22957,SET 3 PAPER VINTAGE CHICK PAPER EGG,240,2011-01-14 14:11:00,2.55,14156.0,EIRE
3709,541220,22766,PHOTO FRAME CORNICE,96,2011-01-14 14:11:00,2.55,14156.0,EIRE
3710,541220,22896,PEG BAG APPLE DESIGN,100,2011-01-14 14:11:00,2.1,14156.0,EIRE
3711,541220,22305,COFFEE MUG PINK PAISLEY DESIGN,216,2011-01-14 14:11:00,2.1,14156.0,EIRE
3712,541220,22908,PACK OF 20 NAPKINS RED APPLES,288,2011-01-14 14:11:00,0.64,14156.0,EIRE
3713,541220,22722,SET OF 6 SPICE TINS PANTRY DESIGN,192,2011-01-14 14:11:00,3.45,14156.0,EIRE
3714,541220,22961,JAM MAKING SET PRINTED,288,2011-01-14 14:11:00,1.25,14156.0,EIRE
3715,541220,22960,JAM MAKING SET WITH JARS,60,2011-01-14 14:11:00,3.75,14156.0,EIRE
3716,541220,22720,SET OF 3 CAKE TINS PANTRY DESIGN,144,2011-01-14 14:11:00,4.25,14156.0,EIRE
3717,541220,22699,ROSES REGENCY TEACUP AND SAUCER,120,2011-01-14 14:11:00,2.55,14156.0,EIRE
3718,541220,22423,REGENCY CAKESTAND 3 TIER,160,2011-01-14 14:11:00,10.95,14156.0,EIRE
3719,541220,22203,MILK PAN RED RETROSPOT,1,2011-01-14 14:11:00,3.75,14156.0,EIRE
3720,541220,22199,FRYING PAN RED POLKADOT,1,2011-01-14 14:11:00,4.25,14156.0,EIRE
3721,541220,22628,PICNIC BOXES SET OF 3 RETROSPOT,160,2011-01-14 14:11:00,4.25,14156.0,EIRE
3722,541220,20914,SET/5 RED SPOTTY LID GLASS BOWLS,288,2011-01-14 14:11:00,2.55,14156.0,EIRE
3723,541220,22838,3 TIER CAKE TIN RED AND CREAM,96,2011-01-14 14:11:00,12.75,14156.0,EIRE
3724,541220,22840,ROUND CAKE TIN VINTAGE RED,144,2011-01-14 14:11:00,6.95,14156.0,EIRE
